accident_severity,vehicle_reference,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location-restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,1st_point_of_impact,was_vehicle_left_hand_drive?,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_(cc),propulsion_code,age_of_vehicle,driver_home_area_type,NUmber_of_Casualities_unique_to_accident_index,No_of_Vehicles_involved_unique_to_accident_index,location_easting_osgr,location_northing_osgr,police_force,number_of_vehicles,number_of_casualties,day_of_week,local_authority_(district),1st_road_class,1st_road_number,road_type,speed_limit,junction_detail,junction_control,2nd_road_class,2nd_road_number,pedestrian_crossing-human_control,pedestrian_crossing-physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
2,2,11,0,3,0,2,0,0,0,0,2,1,6,1,48,8,9000,2,6,1,34,3,530908,104300,47,3,34,2,565,6,0,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,19,2,2,23,5,3,0,0,0,3,0,11,1,7
3,1,9,0,18,0,1,0,0,1,1,1,1,6,1,20,4,1149,1,14,3,1,2,496943,372054,32,2,1,1,352,6,921,6,30,6,4,4,1273,0,0,4,1,1,0,0,1,1,1,1,1,20,4,3,0,0,0,0,0,9,3,9
3,3,9,0,3,0,8,0,0,0,0,1,1,6,1,38,7,1560,2,8,1,1,3,434429,282115,20,3,1,4,302,3,444,3,50,1,2,4,4119,2,5,1,9,1,0,0,1,2,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,1,0,15,2,8,0,0,0,0,1,1,6,1,51,8,1598,1,8,1,1,2,536750,187430,1,2,1,3,13,3,104,6,30,3,4,6,0,0,0,1,1,4,0,0,1,1,1,1,1,51,8,3,0,0,0,0,0,1,1,4
2,2,9,0,18,0,8,0,0,1,11,1,1,6,2,80,11,1997,2,14,3,1,2,388203,213035,53,2,1,7,624,3,46,6,50,3,4,5,197,0,0,1,7,1,0,0,2,1,1,1,2,80,11,2,0,0,0,0,0,9,3,7
2,1,5,0,18,0,8,0,0,7,10,4,1,6,1,22,5,1598,1,8,1,1,2,393720,394320,6,2,1,5,110,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,22,5,2,0,0,0,0,0,5,1,2
3,2,9,0,8,0,1,0,0,0,0,2,1,6,2,22,5,999,1,8,1,2,2,353903,702529,94,2,2,5,925,4,942,6,40,3,4,3,917,0,0,1,2,2,0,0,2,2,1,1,2,22,5,3,0,0,0,0,0,9,1,5
1,1,5,0,18,0,0,0,10,1,2,1,1,2,1,44,7,499,1,18,1,1,1,521920,189370,1,1,1,1,30,3,5150,6,30,0,4,6,0,0,0,1,1,4,0,0,1,1,1,1,1,44,7,1,0,0,0,0,0,5,1,2
3,2,9,0,16,0,8,1,0,1,9,1,1,6,1,19,4,1400,1,15,2,5,2,463473,215799,43,2,5,1,481,4,4011,6,50,9,4,6,0,0,0,1,4,2,0,0,2,1,1,1,1,19,4,3,0,0,0,0,0,9,2,9
2,1,9,0,18,0,0,0,0,0,0,1,1,6,1,45,7,1968,2,8,1,6,2,542043,131667,47,2,6,4,556,3,22,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,4,2,1,21,5,3,0,0,2,0,0,9,1,5
3,2,9,0,7,0,6,0,0,0,0,1,1,6,2,78,11,1299,1,10,1,2,2,571471,188996,42,2,2,6,450,3,1321,3,50,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,0,0,0,0,0,4,1,6,2,25,5,1399,2,8,1,1,2,406870,285700,20,2,1,4,300,3,38,3,30,0,4,6,0,0,0,4,1,1,0,0,1,2,1,1,2,25,5,3,0,0,0,0,0,9,1,1
3,2,9,0,3,0,1,0,0,0,0,2,1,6,1,24,5,1905,2,17,3,3,4,494588,160904,45,4,3,4,515,3,322,6,40,9,4,6,0,0,0,1,2,1,0,0,1,1,1,2,2,80,11,3,0,0,0,0,0,9,3,9
3,1,9,0,18,0,0,0,11,0,0,0,1,6,1,28,6,1588,1,13,2,1,1,364780,254170,22,1,1,6,285,3,465,6,30,0,4,6,0,0,0,1,1,1,0,2,2,1,1,1,1,28,6,3,0,0,0,0,0,9,2,3
3,2,19,0,18,0,1,0,0,0,0,1,1,6,1,62,9,1996,2,4,1,1,2,428128,432798,13,2,1,7,204,4,6154,6,30,3,4,6,0,0,0,4,5,2,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,9,0,5,0,0,0,0,1,1,2,2,17,4,999,1,2,1,3,2,425321,565911,10,2,3,3,147,4,1600,6,30,3,4,6,1256,0,0,1,2,2,0,0,1,1,3,2,2,16,4,3,0,0,1,0,0,9,1,3
3,2,9,0,4,0,1,0,0,0,0,1,1,6,2,32,6,1796,1,13,1,1,2,472773,170728,43,2,1,5,472,6,7201,6,30,3,4,6,7201,0,0,1,1,2,0,0,1,2,1,1,2,32,6,3,0,0,0,0,0,9,1,3
2,1,9,0,18,0,1,0,0,1,2,1,1,6,2,71,10,1599,1,12,3,1,1,459118,83735,44,1,1,1,505,3,3055,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,2,71,10,2,0,0,0,0,0,9,3,3
3,2,9,0,18,0,1,0,0,0,0,1,1,6,2,40,7,1598,1,8,1,2,2,315399,177605,62,2,2,5,741,3,48,3,40,3,4,6,0,0,0,1,1,1,0,0,1,1,2,1,2,40,7,3,0,0,0,0,0,9,1,5
2,1,21,1,18,0,0,0,0,1,7,1,1,6,1,65,9,4580,2,5,1,1,2,367293,189680,52,2,1,6,612,1,5,3,70,0,4,6,0,0,0,1,9,1,0,0,2,1,1,1,1,65,9,2,0,0,0,0,0,21,1,1
3,2,9,0,7,0,8,0,0,0,0,3,1,6,3,38,7,1598,1,8,1,1,2,444621,391324,14,2,1,3,213,4,6410,6,30,3,4,6,0,0,0,1,9,1,0,0,1,2,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,11,0,18,0,1,0,0,0,0,0,1,1,1,32,6,8268,2,10,1,2,1,537350,189000,1,1,2,2,13,3,112,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,2,2,1,33,6,3,0,0,0,4,0,11,1,4
3,1,9,0,9,0,0,0,0,0,0,0,1,6,1,32,6,1799,1,8,1,1,3,332375,159867,52,3,1,7,605,3,3033,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,9,0,5,0,0,0,0,4,1,6,2,22,5,1229,1,8,1,1,2,389050,359292,21,2,1,1,256,5,82,6,30,8,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,9,0,8,0,0,0,0,1,1,6,1,54,8,1910,2,8,1,2,2,529360,178750,1,2,2,1,1,3,202,6,30,3,4,4,324,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,1,9,0,9,0,8,0,0,0,0,3,1,6,2,31,6,1398,1,1,1,1,2,530700,174440,1,2,1,4,9,3,23,6,30,8,4,3,23,0,5,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,1,3,0,18,0,0,0,0,0,0,3,1,6,1,18,4,124,1,1,3,1,2,459083,430785,12,2,1,4,187,5,322,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,18,4,2,0,0,0,0,0,3,3,7
3,2,1,0,18,0,0,0,0,0,0,4,1,2,1,29,6,1598,1,8,1,1,2,385856,344542,21,2,1,5,257,3,34,3,40,0,4,6,0,0,0,1,1,1,0,0,1,2,1,1,1,29,6,3,0,0,0,0,0,1,1,2
3,1,3,0,18,0,8,0,0,0,0,1,1,6,1,51,8,125,1,4,1,2,1,533650,188120,1,1,2,4,31,3,10,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,51,8,3,0,0,0,0,0,3,1,9
1,2,19,0,18,0,0,0,0,0,0,1,1,1,1,47,8,2143,2,4,2,2,2,442784,194524,43,2,2,6,483,3,338,6,50,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,5,0,8,0,0,0,0,1,1,6,2,90,11,2393,1,16,1,1,2,523990,188420,1,2,1,4,30,3,406,3,30,6,2,3,502,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,17,0,0,5,0,0,0,1,1,6,1,19,4,1229,1,1,1,5,2,372650,343280,22,2,5,1,286,3,51,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,3,2,1,20,4,3,0,0,1,0,0,9,1,1
3,1,9,0,5,0,0,0,0,0,0,1,1,6,2,54,8,1499,2,1,1,1,1,556879,369668,32,1,1,6,351,6,0,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,3,1,7,2,3,5,3,0,0,0,0,1,5
3,2,9,0,9,0,5,0,0,0,0,4,1,6,2,55,8,1896,2,14,3,2,2,454536,358144,31,2,2,6,344,3,60,6,50,8,4,6,0,0,5,1,1,1,0,0,2,1,1,1,2,55,8,3,0,0,0,0,0,9,3,3
3,1,9,0,18,0,0,0,0,0,0,3,1,6,1,45,7,1368,1,5,1,5,2,561590,172640,46,2,5,7,532,3,2,3,70,0,4,6,0,0,0,4,1,1,0,0,2,1,1,1,1,45,7,3,0,0,0,0,0,9,1,2
3,1,3,0,18,0,8,0,10,8,7,1,1,6,1,17,4,125,1,2,1,1,1,532870,196580,1,1,1,7,32,5,0,2,30,7,2,3,110,0,5,1,1,2,0,6,1,2,1,1,1,17,4,3,0,0,0,0,0,3,1,3
3,2,1,0,18,0,1,0,0,0,0,1,1,2,1,68,10,1598,1,8,1,1,2,465191,98968,44,2,1,5,498,4,2154,6,30,6,4,4,2155,0,0,1,1,1,0,0,1,1,1,1,1,68,10,3,0,0,0,0,0,1,1,8
3,1,98,0,9,0,6,0,0,0,0,1,1,6,3,38,7,1598,1,8,1,1,2,528671,410226,16,2,1,4,233,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,2,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,0,0,0,0,0,3,1,6,1,37,7,1229,1,4,1,1,2,554770,184120,1,2,1,3,15,5,0,6,30,0,4,6,0,0,0,1,1,1,0,0,2,2,1,1,1,37,7,3,0,0,0,0,0,9,1,9
3,1,11,0,18,0,1,0,0,0,0,1,1,1,1,64,9,2143,2,1,1,1,1,445107,516946,17,1,1,6,245,5,175,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,3,1,3,1,3,5,1,0,0,0,0,1,1
3,2,9,0,18,0,8,0,0,0,0,1,1,6,1,38,7,1360,1,10,1,1,2,413249,420681,13,2,1,7,202,3,643,6,30,6,2,3,6107,0,0,1,2,2,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,2,0,1,0,0,0,10,4,1,6,2,30,6,1199,1,12,1,2,2,359662,174136,52,2,2,1,601,6,0,6,20,3,4,6,0,0,0,4,2,2,0,0,1,1,1,2,1,39,7,3,0,0,2,0,0,9,1,1
3,1,1,0,11,0,8,0,0,0,0,4,1,6,1,35,6,1598,1,8,1,1,2,530620,175100,1,2,1,1,9,3,2217,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,1,1,1,35,6,3,0,0,0,0,0,1,1,5
3,1,9,0,18,0,8,0,0,0,0,1,1,1,1,26,6,1668,1,12,1,1,1,575561,166772,46,1,1,5,544,3,230,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,1,3,2,11,3,3,10,9,0,0,0,0,1,3
3,1,9,0,4,0,0,1,0,0,0,1,1,6,2,88,11,1360,1,10,3,1,3,416245,132157,54,3,1,2,635,3,30,6,60,0,4,6,0,0,0,1,1,2,0,0,1,1,1,1,2,88,11,3,0,0,0,0,0,9,3,9
3,2,9,0,3,0,1,0,7,0,0,2,1,6,2,54,8,1998,1,9,1,3,2,518040,183500,1,2,3,7,28,3,4005,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,3,2,2,27,6,3,0,0,1,0,0,9,1,5
2,2,9,0,18,0,0,1,0,1,7,2,1,2,1,31,6,1968,2,3,1,1,3,501625,169433,45,3,1,5,514,1,25,3,70,0,4,6,0,0,0,7,3,3,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,2,9,0,18,0,1,0,0,0,0,1,1,2,1,46,8,1598,1,8,2,1,2,312126,88498,50,2,1,6,580,4,3176,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,12,0,0,0,0,0,0,4,1,6,2,56,9,1124,1,7,1,1,2,379080,403840,6,2,1,2,101,1,60,3,70,0,4,6,0,0,0,4,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,18,0,8,0,0,0,0,1,1,6,2,20,4,1248,1,5,1,1,2,458684,366073,31,2,1,1,345,6,0,6,60,8,4,6,0,0,0,1,7,2,0,0,2,1,1,1,2,20,4,3,0,0,0,0,0,9,1,8
3,2,9,0,9,0,6,0,0,0,0,3,1,6,1,48,8,1560,2,5,1,3,2,436485,390160,14,2,3,2,215,3,6135,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,3,2,2,53,8,3,0,0,1,0,0,9,1,2
3,2,9,0,6,0,8,0,0,0,0,3,1,2,1,53,8,1200,1,2,1,1,2,333320,439040,4,2,1,3,85,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,9,0,1,0,0,0,0,1,1,6,3,38,7,1598,1,8,1,1,1,479667,240285,43,1,1,1,479,6,1116,6,30,3,4,6,1116,0,0,4,1,2,0,0,1,1,1,3,1,17,4,3,5,3,0,0,0,0,1,2
3,2,9,0,10,0,8,0,0,0,0,2,1,6,2,40,7,1339,1,5,1,1,2,385772,383504,7,2,1,2,129,4,5358,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,1,1,2,40,7,3,0,0,0,0,0,9,1,3
3,2,9,0,18,0,0,0,0,0,0,1,1,6,2,26,6,1497,8,8,1,3,3,455067,219012,43,3,3,7,481,3,34,3,70,0,4,6,0,0,0,4,4,2,0,0,2,1,1,2,2,25,5,3,0,0,2,0,0,9,1,2
2,1,9,0,18,0,0,0,0,0,0,1,1,6,1,26,6,1399,2,6,1,3,2,370743,156972,52,2,3,1,611,3,367,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,3,2,1,25,5,3,0,0,1,0,0,9,1,4
3,1,9,0,1,0,0,0,0,0,0,2,1,6,1,25,5,1968,2,10,1,1,2,443025,112778,44,2,1,2,500,6,0,6,30,0,4,6,0,0,0,4,1,1,0,0,1,2,1,1,1,25,5,3,0,0,0,0,0,9,1,2
3,2,9,0,5,0,4,0,0,0,0,2,1,2,2,38,7,1339,1,5,1,1,2,560797,180203,42,2,1,6,462,3,1012,1,50,1,4,3,13,0,0,1,1,1,0,0,2,1,1,1,2,38,7,3,0,0,0,0,0,9,1,8
3,2,5,0,18,0,8,0,0,0,0,4,1,6,1,38,7,1050,1,9,1,1,2,421443,199574,53,2,1,2,621,3,361,6,30,3,4,3,417,0,0,1,1,1,0,0,2,1,1,1,1,38,7,3,0,0,0,0,0,5,1,8
3,1,9,0,9,0,5,0,0,0,0,1,1,6,2,36,7,1796,1,16,1,1,2,453300,362806,31,2,1,3,344,3,6075,6,30,3,4,6,0,0,4,7,7,2,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,9,0,8,0,0,0,0,3,1,6,1,68,10,1968,2,9,1,1,2,525000,173860,1,2,1,6,10,5,0,1,30,2,4,6,0,0,0,4,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,8,0,0,0,0,1,1,1,1,38,7,2993,2,10,1,1,4,530110,192990,1,4,1,2,32,4,1452,6,30,6,2,3,1004,0,5,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,3,0,1,0,0,0,0,2,1,6,1,59,9,1242,1,15,1,1,2,534540,187000,1,2,1,4,4,3,107,6,20,3,4,3,107,0,4,1,1,1,0,0,1,1,1,1,1,59,9,3,0,0,0,0,0,9,1,9
2,1,1,0,18,0,1,0,0,0,0,1,1,6,1,25,5,1598,1,8,1,1,2,505086,248456,40,2,1,2,420,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,1,1,1,25,5,2,0,0,0,0,0,1,1,7
3,1,19,4,18,0,0,3,0,0,0,4,1,6,2,52,8,1461,2,10,3,1,1,384335,220394,53,1,1,5,623,3,40,3,70,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,2,52,8,3,0,0,0,0,0,19,3,1
3,1,9,0,17,0,0,1,0,7,0,1,1,6,1,35,6,1598,1,9,1,2,5,332340,433250,4,5,2,1,71,4,5261,6,30,0,4,6,0,0,0,4,1,1,0,0,1,1,2,2,2,21,5,3,0,0,1,0,0,9,1,1
3,2,9,0,9,0,8,0,0,0,0,3,1,2,1,27,6,1200,1,2,1,5,2,510800,173890,1,2,5,4,25,3,312,6,30,3,3,6,0,0,0,1,1,1,0,0,1,1,5,1,1,27,6,3,0,0,0,0,0,9,1,4
3,1,9,0,18,0,1,0,0,0,0,1,1,6,2,52,8,1598,1,5,1,1,3,429990,452848,12,3,1,4,182,6,309,6,30,3,4,5,274,0,0,4,1,2,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,20,0,4,0,0,0,0,0,0,2,1,1,1,32,6,2287,2,2,3,2,3,559620,188687,42,3,2,5,452,3,127,3,70,0,4,6,0,0,0,1,1,1,0,0,2,1,2,1,1,32,6,3,0,0,0,0,0,20,3,8
3,2,9,0,18,0,8,0,0,0,0,1,1,6,2,27,6,1598,1,13,1,3,2,487569,278430,34,2,3,6,383,6,7022,6,30,5,4,3,6900,0,0,1,1,1,0,0,1,2,2,2,1,9,2,3,0,0,1,0,0,9,1,5
3,2,9,0,18,0,8,0,0,0,0,3,1,6,2,44,7,1596,1,6,1,1,2,344111,391962,5,2,1,2,90,3,57,3,40,6,2,6,0,0,0,1,1,1,0,0,1,1,1,1,2,44,7,3,0,0,0,0,0,9,1,2
3,1,9,0,18,0,0,2,0,1,10,4,1,6,1,21,5,998,1,8,1,3,1,363590,412250,6,1,3,1,100,5,0,6,30,0,4,6,0,0,0,4,1,1,0,0,1,1,1,1,1,21,5,3,0,0,0,0,0,9,1,6
2,2,5,0,18,0,1,0,0,0,0,1,1,6,1,39,7,954,1,12,1,1,2,332218,390280,5,2,1,5,95,3,554,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,39,7,2,0,0,0,0,0,5,1,1
3,1,9,0,17,0,2,0,0,1,9,1,1,6,2,18,4,1198,1,12,1,2,1,421400,95794,44,1,2,3,496,4,3055,6,60,3,4,6,0,0,0,6,1,1,0,0,2,1,2,2,1,23,5,3,0,0,1,0,0,9,2,8
3,1,9,0,18,0,0,0,0,1,11,1,1,2,2,56,9,1360,1,11,3,1,1,214621,781793,91,1,1,5,927,4,8004,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,2,56,9,3,0,0,0,0,0,9,2,5
2,3,9,0,3,0,0,0,0,0,0,2,1,6,1,38,7,1956,2,4,1,3,3,537970,264220,35,3,3,3,395,3,14,3,70,0,4,6,0,0,0,1,1,1,0,0,2,1,4,2,2,61,9,3,0,0,1,0,0,9,1,10
3,1,9,0,18,0,4,0,0,0,0,3,1,2,1,61,9,1896,2,11,1,1,2,280449,60653,50,2,1,5,584,3,385,1,30,1,4,6,0,0,4,4,2,2,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,18,0,1,1,10,1,4,1,1,6,2,22,5,1598,1,11,1,1,2,375961,375772,7,2,1,4,129,3,50,6,50,3,4,4,5081,0,0,1,1,1,0,0,2,1,1,1,2,22,5,3,0,0,0,0,0,9,1,10
3,1,9,0,9,0,6,0,0,0,0,4,1,2,2,59,9,1799,1,4,1,1,5,377451,361889,7,5,1,4,129,3,534,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,20,1,11,0,0,0,0,0,0,1,1,1,1,62,9,1598,1,8,2,1,2,473603,258983,34,2,1,5,384,3,5076,3,50,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,18,0,0,0,0,0,4,1,1,6,1,49,8,1560,2,5,3,3,2,568092,202712,42,2,3,2,454,3,414,3,70,0,4,6,0,0,0,1,1,1,0,0,2,1,2,2,2,60,9,3,0,0,1,0,0,9,3,9
2,1,3,0,18,0,2,0,0,0,0,1,1,6,1,29,6,124,1,3,2,2,2,601566,214785,42,2,2,1,455,4,1025,6,40,3,4,6,0,0,0,6,8,2,0,0,2,1,1,1,1,29,6,2,0,0,0,0,0,3,2,7
3,1,19,0,9,0,6,0,0,0,0,1,1,1,1,24,5,2198,2,3,1,1,2,527492,105865,47,2,1,6,565,3,270,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,24,5,3,0,0,0,0,0,19,1,3
3,1,9,0,18,0,8,0,0,0,0,1,1,1,2,35,6,1248,1,6,1,2,2,434712,384348,14,2,2,4,215,3,61,6,30,8,4,6,0,0,4,1,1,1,0,0,1,1,1,1,2,35,6,3,0,0,0,0,0,9,1,1
3,2,9,0,3,0,1,1,10,0,0,2,1,6,2,70,10,1598,2,1,3,1,2,373642,214258,53,2,1,7,622,3,48,6,50,8,4,6,0,0,0,1,2,2,0,0,2,1,1,1,2,70,10,3,0,0,0,0,0,9,3,4
3,1,9,0,17,0,0,1,0,0,0,3,1,6,1,56,9,1229,1,2,1,2,2,433861,405765,14,2,2,4,210,6,0,6,30,0,4,6,0,0,0,1,1,1,0,0,1,2,1,2,2,30,6,3,0,0,1,0,0,9,1,3
3,1,8,0,9,0,8,0,0,0,0,4,1,6,1,31,6,2499,2,7,1,1,2,527310,185510,1,2,1,3,2,5,0,6,30,6,2,4,518,0,5,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,18,0,0,0,0,0,0,1,1,6,1,54,8,1994,1,14,3,1,1,234516,104286,50,1,1,4,588,3,388,6,30,0,4,6,0,0,0,1,1,1,0,0,2,1,1,3,2,17,4,3,5,4,0,0,0,0,2,3
3,1,9,0,18,0,2,0,7,0,0,1,1,6,1,76,11,1560,2,2,1,2,1,367753,79560,55,1,2,3,646,4,3155,6,30,6,2,5,928,0,0,1,1,1,0,0,1,1,2,1,1,76,11,3,0,0,0,0,0,9,1,3
3,1,19,0,9,0,5,0,0,0,0,1,1,1,1,31,6,1598,1,8,3,1,2,383896,167102,54,2,1,6,635,3,365,6,60,7,2,4,3109,0,0,1,2,2,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,4,0,0,1,0,0,0,2,1,2,2,31,6,1275,1,18,1,2,2,529910,168490,1,2,2,5,22,5,0,6,30,0,4,6,0,0,0,4,1,2,0,0,1,2,2,2,2,10,2,3,0,0,2,0,0,9,1,6
2,1,19,0,4,0,1,0,0,0,0,1,1,6,1,31,6,1560,2,2,1,2,3,536246,145691,45,3,2,3,516,3,22,6,40,3,4,6,0,0,0,1,4,1,0,0,2,1,1,1,1,31,6,2,0,0,0,0,0,19,1,9
2,3,9,0,18,0,1,0,0,0,0,1,1,6,1,36,7,1998,1,8,1,3,3,429800,456841,12,3,3,1,182,3,59,6,30,3,4,6,425,0,0,1,1,1,0,0,1,1,2,1,1,36,7,3,0,0,0,0,0,9,1,1
3,2,9,0,5,0,8,0,0,0,0,1,1,6,2,38,7,1596,1,10,1,2,2,545390,186690,1,2,2,5,14,3,1083,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,10,0,1,0,0,0,0,2,1,6,2,47,8,1598,1,8,1,1,2,502703,102399,47,2,1,3,558,3,284,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,1,1,2,47,8,3,0,0,0,0,0,9,1,4
3,1,9,0,4,0,0,0,0,0,0,0,1,6,3,38,7,1598,1,8,1,1,4,552580,279620,35,4,1,5,391,3,10,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,2,0,0,0,0,0,0,2,1,6,3,38,7,1598,1,8,1,1,2,477866,263170,34,2,1,6,384,6,8104,6,30,0,4,6,0,0,0,1,1,1,0,0,1,2,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,2,9,0,18,0,8,0,0,0,0,1,1,6,1,47,8,1598,1,8,1,1,2,388949,345943,21,2,1,1,257,3,50,6,30,8,4,6,0,0,8,4,1,1,0,0,1,1,1,1,1,47,8,3,0,0,0,0,0,9,1,1
3,2,1,0,18,0,8,0,0,0,0,1,1,6,1,36,7,1598,1,8,1,1,2,531890,181360,48,2,1,6,570,3,40,6,30,3,4,5,0,0,0,4,1,1,0,0,1,1,1,1,1,36,7,3,0,0,0,0,0,1,1,7
3,2,1,0,18,0,8,0,0,0,0,4,1,2,1,32,6,1598,1,8,1,1,2,465067,105016,44,2,1,4,498,3,27,1,60,1,4,6,0,0,0,1,1,1,0,0,2,1,1,1,1,32,6,3,0,0,0,0,0,1,1,6
3,1,9,0,18,0,0,0,0,0,0,4,1,6,1,67,10,2204,2,7,1,1,1,350806,386228,7,1,1,5,124,4,5178,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,3,1,18,4,3,5,1,0,0,0,0,1,1
3,2,9,0,2,0,2,0,0,0,0,2,1,6,2,38,7,1229,1,9,1,1,2,570817,209296,42,2,1,3,454,4,1008,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,4,9,0,2,0,1,0,0,0,0,1,1,6,2,23,5,1299,1,14,1,1,4,391500,291110,20,4,1,6,303,6,0,6,30,3,4,4,4175,0,0,4,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,2,9,0,3,0,0,0,0,0,0,1,1,6,2,35,6,1598,1,3,2,1,2,492156,246492,43,2,1,4,479,3,422,6,60,0,4,6,0,0,0,1,1,1,0,0,2,1,1,1,2,35,6,2,0,0,0,0,0,9,2,9
2,2,9,0,18,0,0,0,0,0,0,1,1,6,1,29,6,1956,2,8,1,1,2,471296,107354,44,2,1,2,495,6,0,6,30,0,4,6,0,0,0,1,1,1,0,0,1,1,1,1,1,33,6,3,0,0,0,0,0,9,1,5
2,1,9,0,13,0,0,0,0,0,0,4,1,6,3,25,5,1582,2,1,1,1,2,518835,197961,41,2,1,4,33,6,562,6,30,0,4,6,0,0,1,5,1,1,0,0,1,2,1,1,1,33,6,3,0,0,0,0,0,9,1,5
3,1,9,0,9,0,8,0,0,0,0,4,1,6,2,18,4,1398,1,8,1,2,2,426638,433093,13,2,2,3,204,4,6154,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,1,1,2,18,4,3,0,0,0,0,0,9,1,7
